year,destination,origin,type,Value
2014,Brazil,China,Asylum-seekers,27
2014,Brazil,China,Refugees (incl. refugee-like situations),
2014,Brazil,Côte d'Ivoire,Asylum-seekers,38
2014,Brazil,Côte d'Ivoire,Refugees (incl. refugee-like situations),35
2014,Brazil,Cameroon,Asylum-seekers,59
2014,Brazil,Cameroon,Refugees (incl. refugee-like situations),21
2014,Brazil,Dem. Rep. of the Congo,Asylum-seekers,448
2014,Brazil,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),791
2014,Brazil,Congo,Asylum-seekers,*
2014,Brazil,Congo,Refugees (incl. refugee-like situations),10
2014,Brazil,Colombia,Asylum-seekers,171
2014,Brazil,Colombia,Refugees (incl. refugee-like situations),1200
2014,Brazil,Cabo Verde,Asylum-seekers,23
2014,Brazil,Cabo Verde,Refugees (incl. refugee-like situations),*
2014,Brazil,Costa Rica,Asylum-seekers,*
2014,Brazil,Costa Rica,Refugees (incl. refugee-like situations),*
2014,Brazil,Cuba,Asylum-seekers,232
2014,Brazil,Cuba,Refugees (incl. refugee-like situations),135
2014,Brazil,Czech Rep.,Asylum-seekers,*
2014,Brazil,Czech Rep.,Refugees (incl. refugee-like situations),
2014,Brazil,Germany,Asylum-seekers,*
2014,Brazil,Germany,Refugees (incl. refugee-like situations),
2014,Brazil,Dominican Rep.,Asylum-seekers,379
2014,Brazil,Dominican Rep.,Refugees (incl. refugee-like situations),*
2014,Brazil,Algeria,Asylum-seekers,*
2014,Brazil,Algeria,Refugees (incl. refugee-like situations),7
2014,Brazil,Ecuador,Asylum-seekers,16
2014,Brazil,Ecuador,Refugees (incl. refugee-like situations),57
2014,Brazil,Egypt,Asylum-seekers,62
2014,Brazil,Egypt,Refugees (incl. refugee-like situations),8
2014,Brazil,Eritrea,Asylum-seekers,10
2014,Brazil,Eritrea,Refugees (incl. refugee-like situations),25
2014,Brazil,Western Sahara,Asylum-seekers,*
2014,Brazil,Western Sahara,Refugees (incl. refugee-like situations),
2014,Brazil,Spain,Asylum-seekers,8
2014,Brazil,Spain,Refugees (incl. refugee-like situations),
2014,Brazil,Ethiopia,Asylum-seekers,5
2014,Brazil,Ethiopia,Refugees (incl. refugee-like situations),20
2014,Brazil,France,Asylum-seekers,*
2014,Brazil,France,Refugees (incl. refugee-like situations),
2014,Brazil,Georgia,Asylum-seekers,*
2014,Brazil,Georgia,Refugees (incl. refugee-like situations),10
2014,Brazil,Ghana,Asylum-seekers,1168
2014,Brazil,Ghana,Refugees (incl. refugee-like situations),12
2014,Brazil,Guinea,Asylum-seekers,125
2014,Brazil,Guinea,Refugees (incl. refugee-like situations),33
2014,Brazil,Gambia,Asylum-seekers,55
2014,Brazil,Gambia,Refugees (incl. refugee-like situations),*
2014,Brazil,Guinea-Bissau,Asylum-seekers,416
2014,Brazil,Guinea-Bissau,Refugees (incl. refugee-like situations),12
2014,Brazil,Equatorial Guinea,Asylum-seekers,*
2014,Brazil,Equatorial Guinea,Refugees (incl. refugee-like situations),
2014,Brazil,Greece,Asylum-seekers,*
2014,Brazil,Greece,Refugees (incl. refugee-like situations),
2014,Brazil,Guatemala,Asylum-seekers,*
2014,Brazil,Guatemala,Refugees (incl. refugee-like situations),
2014,Brazil,Guyana,Asylum-seekers,*
2014,Brazil,Guyana,Refugees (incl. refugee-like situations),
2014,Brazil,Honduras,Asylum-seekers,*
2014,Brazil,Honduras,Refugees (incl. refugee-like situations),
2014,Brazil,Croatia,Asylum-seekers,
2014,Brazil,Croatia,Refugees (incl. refugee-like situations),5
2014,Brazil,Haiti,Asylum-seekers,
2014,Brazil,Haiti,Asylum-seekers,
2014,Brazil,Haiti,Refugees (incl. refugee-like situations),*
2014,Brazil,Haiti,Refugees (incl. refugee-like situations),
2014,Brazil,Hungary,Asylum-seekers,
2014,Brazil,Hungary,Refugees (incl. refugee-like situations),*
2014,Brazil,India,Asylum-seekers,39
2014,Brazil,India,Refugees (incl. refugee-like situations),*
2014,Brazil,Iran (Islamic Rep. of),Asylum-seekers,38
2014,Brazil,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),43
2014,Brazil,Iraq,Asylum-seekers,55
2014,Brazil,Iraq,Refugees (incl. refugee-like situations),233
2014,Brazil,Israel,Asylum-seekers,*
2014,Brazil,Israel,Refugees (incl. refugee-like situations),
2014,Brazil,Italy,Asylum-seekers,*
2014,Brazil,Italy,Refugees (incl. refugee-like situations),
2014,Brazil,Jamaica,Asylum-seekers,*
2014,Brazil,Jamaica,Refugees (incl. refugee-like situations),
2014,Brazil,Jordan,Asylum-seekers,12
2014,Brazil,Jordan,Refugees (incl. refugee-like situations),*
2014,Brazil,Kenya,Asylum-seekers,20
2014,Brazil,Kenya,Refugees (incl. refugee-like situations),
2014,Brazil,Rep. of Korea,Asylum-seekers,*
2014,Brazil,Rep. of Korea,Refugees (incl. refugee-like situations),
2014,Brazil,Kuwait,Asylum-seekers,*
2014,Brazil,Kuwait,Refugees (incl. refugee-like situations),*
2014,Brazil,Lebanon,Asylum-seekers,481
2014,Brazil,Lebanon,Refugees (incl. refugee-like situations),394
2014,Brazil,Liberia,Asylum-seekers,5
2014,Brazil,Liberia,Refugees (incl. refugee-like situations),258
2014,Brazil,Libya,Asylum-seekers,7
2014,Brazil,Libya,Refugees (incl. refugee-like situations),*
2014,Brazil,Sri Lanka,Asylum-seekers,8
2014,Brazil,Sri Lanka,Refugees (incl. refugee-like situations),18
2014,Brazil,Lithuania,Asylum-seekers,*
2014,Brazil,Lithuania,Refugees (incl. refugee-like situations),
2014,Brazil,Morocco,Asylum-seekers,21
2014,Brazil,Morocco,Refugees (incl. refugee-like situations),5
2014,Brazil,Mexico,Asylum-seekers,*
2014,Brazil,Mexico,Refugees (incl. refugee-like situations),
2014,Brazil,The former Yugoslav Republic of Macedonia,Asylum-seekers,*
2014,Brazil,The former Yugoslav Republic of Macedonia,Refugees (incl. refugee-like situations),6
2014,Brazil,Mali,Asylum-seekers,122
2014,Brazil,Mali,Refugees (incl. refugee-like situations),65
2014,Brazil,Myanmar,Asylum-seekers,*
2014,Brazil,Myanmar,Refugees (incl. refugee-like situations),
2014,Brazil,Mozambique,Asylum-seekers,13
2014,Brazil,Mozambique,Refugees (incl. refugee-like situations),*
2014,Brazil,Mauritania,Asylum-seekers,*
2014,Brazil,Mauritania,Refugees (incl. refugee-like situations),*
2014,Brazil,Malaysia,Asylum-seekers,*
2014,Brazil,Malaysia,Refugees (incl. refugee-like situations),
2014,Brazil,Namibia,Asylum-seekers,5
2014,Brazil,Namibia,Refugees (incl. refugee-like situations),
2014,Brazil,Nigeria,Asylum-seekers,1232
2014,Brazil,Nigeria,Refugees (incl. refugee-like situations),89
2014,Brazil,Nicaragua,Asylum-seekers,*
2014,Brazil,Nicaragua,Refugees (incl. refugee-like situations),*
2014,Brazil,Nepal,Asylum-seekers,45
2014,Brazil,Nepal,Refugees (incl. refugee-like situations),*
2014,Brazil,Pakistan,Asylum-seekers,463
2014,Brazil,Pakistan,Refugees (incl. refugee-like situations),68
2014,Brazil,Panama,Asylum-seekers,*
2014,Brazil,Panama,Refugees (incl. refugee-like situations),
2014,Brazil,Peru,Asylum-seekers,17
2014,Brazil,Peru,Refugees (incl. refugee-like situations),45
2014,Brazil,Philippines,Asylum-seekers,*
2014,Brazil,Philippines,Refugees (incl. refugee-like situations),*
2014,Brazil,Poland,Asylum-seekers,
2014,Brazil,Poland,Refugees (incl. refugee-like situations),*
2014,Brazil,Portugal,Asylum-seekers,*
2014,Brazil,Portugal,Refugees (incl. refugee-like situations),
2014,Brazil,Paraguay,Asylum-seekers,*
2014,Brazil,Paraguay,Refugees (incl. refugee-like situations),7
2014,Brazil,Palestinian,Asylum-seekers,95
2014,Brazil,Palestinian,Refugees (incl. refugee-like situations),314
2014,Brazil,Romania,Asylum-seekers,*
2014,Brazil,Romania,Refugees (incl. refugee-like situations),*
2014,Brazil,Russian Federation,Asylum-seekers,6
2014,Brazil,Russian Federation,Refugees (incl. refugee-like situations),9
2014,Brazil,Rwanda,Asylum-seekers,*
2014,Brazil,Rwanda,Refugees (incl. refugee-like situations),18
2014,Brazil,Sudan,Asylum-seekers,33
2014,Brazil,Sudan,Refugees (incl. refugee-like situations),48
2014,Brazil,Senegal,Asylum-seekers,2247
2014,Brazil,Senegal,Refugees (incl. refugee-like situations),7
2014,Brazil,Sierra Leone,Asylum-seekers,84
2014,Brazil,Sierra Leone,Refugees (incl. refugee-like situations),137
2014,Brazil,El Salvador,Asylum-seekers,7
2014,Brazil,El Salvador,Refugees (incl. refugee-like situations),6
2014,Brazil,Somalia,Asylum-seekers,205
2014,Brazil,Somalia,Refugees (incl. refugee-like situations),45
2014,Brazil,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,
2014,Brazil,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),92
2014,Brazil,Sao Tome and Principe,Asylum-seekers,*
2014,Brazil,Sao Tome and Principe,Refugees (incl. refugee-like situations),
2014,Brazil,Slovenia,Asylum-seekers,
2014,Brazil,Slovenia,Refugees (incl. refugee-like situations),*
2014,Brazil,Sweden,Asylum-seekers,*
2014,Brazil,Sweden,Refugees (incl. refugee-like situations),
2014,Brazil,Swaziland,Asylum-seekers,*
2014,Brazil,Swaziland,Refugees (incl. refugee-like situations),
2014,Brazil,Syrian Arab Rep.,Asylum-seekers,76
2014,Brazil,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1739
2014,Brazil,Chad,Asylum-seekers,
2014,Brazil,Chad,Refugees (incl. refugee-like situations),*
2014,Brazil,Togo,Asylum-seekers,51
2014,Brazil,Togo,Refugees (incl. refugee-like situations),8
2014,Brazil,Tibetan,Asylum-seekers,*
2014,Brazil,Tibetan,Refugees (incl. refugee-like situations),
2014,Brazil,Tunisia,Asylum-seekers,12
2014,Brazil,Tunisia,Refugees (incl. refugee-like situations),
2014,Brazil,Turkey,Asylum-seekers,14
2014,Brazil,Turkey,Refugees (incl. refugee-like situations),
2014,Brazil,United Rep. of Tanzania,Asylum-seekers,22
2014,Brazil,United Rep. of Tanzania,Refugees (incl. refugee-like situations),5
2014,Brazil,Uganda,Asylum-seekers,*
2014,Brazil,Uganda,Refugees (incl. refugee-like situations),*
2014,Brazil,Ukraine,Asylum-seekers,18
2014,Brazil,Ukraine,Refugees (incl. refugee-like situations),*
2014,Brazil,Uruguay,Asylum-seekers,*
2014,Brazil,Uruguay,Refugees (incl. refugee-like situations),*
2014,Brazil,United States of America,Asylum-seekers,*
2014,Brazil,United States of America,Refugees (incl. refugee-like situations),*
2014,Brazil,Venezuela (Bolivarian Republic of),Asylum-seekers,130
2014,Brazil,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),14
2014,Brazil,Viet Nam,Asylum-seekers,
2014,Brazil,Viet Nam,Refugees (incl. refugee-like situations),*
2014,Brazil,Stateless,Asylum-seekers,*
2014,Brazil,Stateless,Refugees (incl. refugee-like situations),8
2014,Brazil,Yemen,Asylum-seekers,*
2014,Brazil,Yemen,Refugees (incl. refugee-like situations),
2014,Brazil,South Africa,Asylum-seekers,93
2014,Brazil,South Africa,Refugees (incl. refugee-like situations),*
2014,Brazil,Zambia,Asylum-seekers,*
2014,Brazil,Zambia,Refugees (incl. refugee-like situations),
2014,Brazil,Zimbabwe,Asylum-seekers,
2014,Brazil,Zimbabwe,Refugees (incl. refugee-like situations),*
2014,Barbados,Syrian Arab Rep.,Asylum-seekers,
2014,Barbados,Syrian Arab Rep.,Refugees (incl. refugee-like situations),*
2014,Brunei Darussalam,Brunei Darussalam,Asylum-seekers,
2014,Brunei Darussalam,Brunei Darussalam,Refugees (incl. refugee-like situations),
2014,Botswana,Burundi,Asylum-seekers,12
2014,Botswana,Burundi,Refugees (incl. refugee-like situations),73
2014,Botswana,Cameroon,Asylum-seekers,
2014,Botswana,Cameroon,Refugees (incl. refugee-like situations),*
2014,Botswana,Dem. Rep. of the Congo,Asylum-seekers,91
2014,Botswana,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),165
2014,Botswana,Algeria,Asylum-seekers,
2014,Botswana,Algeria,Refugees (incl. refugee-like situations),*
2014,Botswana,Ethiopia,Asylum-seekers,*
2014,Botswana,Ethiopia,Refugees (incl. refugee-like situations),7
2014,Botswana,Kenya,Asylum-seekers,*
2014,Botswana,Kenya,Refugees (incl. refugee-like situations),*
2014,Botswana,Namibia,Asylum-seekers,7
2014,Botswana,Namibia,Refugees (incl. refugee-like situations),978
2014,Botswana,Rwanda,Asylum-seekers,*
2014,Botswana,Rwanda,Refugees (incl. refugee-like situations),53
2014,Botswana,Sudan,Asylum-seekers,
2014,Botswana,Sudan,Refugees (incl. refugee-like situations),14
2014,Botswana,Sierra Leone,Asylum-seekers,
2014,Botswana,Sierra Leone,Refugees (incl. refugee-like situations),*
2014,Botswana,Somalia,Asylum-seekers,42
2014,Botswana,Somalia,Refugees (incl. refugee-like situations),374
2014,Botswana,South Sudan,Asylum-seekers,
2014,Botswana,South Sudan,Refugees (incl. refugee-like situations),*
2014,Botswana,Uganda,Asylum-seekers,*
2014,Botswana,Uganda,Refugees (incl. refugee-like situations),27
2014,Botswana,Zimbabwe,Asylum-seekers,43
2014,Botswana,Zimbabwe,Refugees (incl. refugee-like situations),946
2014,Central African Rep.,Angola,Asylum-seekers,
2014,Central African Rep.,Angola,Refugees (incl. refugee-like situations),15
2014,Central African Rep.,Burundi,Asylum-seekers,
2014,Central African Rep.,Burundi,Refugees (incl. refugee-like situations),26
2014,Central African Rep.,Burkina Faso,Asylum-seekers,
2014,Central African Rep.,Burkina Faso,Refugees (incl. refugee-like situations),7
2014,Central African Rep.,Central African Rep.,Asylum-seekers,
2014,Central African Rep.,Central African Rep.,Refugees (incl. refugee-like situations),
2014,Central African Rep.,Côte d'Ivoire,Asylum-seekers,*
2014,Central African Rep.,Côte d'Ivoire,Refugees (incl. refugee-like situations),14
2014,Central African Rep.,Cameroon,Asylum-seekers,*
2014,Central African Rep.,Cameroon,Refugees (incl. refugee-like situations),*
2014,Central African Rep.,Dem. Rep. of the Congo,Asylum-seekers,334
2014,Central African Rep.,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),5342
2014,Central African Rep.,Congo,Asylum-seekers,*
2014,Central African Rep.,Congo,Refugees (incl. refugee-like situations),10
2014,Central African Rep.,Liberia,Asylum-seekers,
2014,Central African Rep.,Liberia,Refugees (incl. refugee-like situations),9
2014,Central African Rep.,Rwanda,Asylum-seekers,17
2014,Central African Rep.,Rwanda,Refugees (incl. refugee-like situations),177
2014,Central African Rep.,Sudan,Asylum-seekers,*
2014,Central African Rep.,Sudan,Refugees (incl. refugee-like situations),1880
2014,Central African Rep.,Syrian Arab Rep.,Asylum-seekers,8
2014,Central African Rep.,Syrian Arab Rep.,Refugees (incl. refugee-like situations),
2014,Central African Rep.,Chad,Asylum-seekers,38
2014,Central African Rep.,Chad,Refugees (incl. refugee-like situations),207
2014,Central African Rep.,Togo,Asylum-seekers,6
2014,Central African Rep.,Togo,Refugees (incl. refugee-like situations),
2014,Central African Rep.,United Rep. of Tanzania,Asylum-seekers,
2014,Central African Rep.,United Rep. of Tanzania,Refugees (incl. refugee-like situations),*
2014,Central African Rep.,Uganda,Asylum-seekers,
2014,Central African Rep.,Uganda,Refugees (incl. refugee-like situations),*
2014,Canada,Aruba,Asylum-seekers,*
2014,Canada,Aruba,Refugees (incl. refugee-like situations),
2014,Canada,Afghanistan,Asylum-seekers,190
2014,Canada,Afghanistan,Refugees (incl. refugee-like situations),2704
2014,Canada,Angola,Asylum-seekers,13
2014,Canada,Angola,Refugees (incl. refugee-like situations),445
2014,Canada,Albania,Asylum-seekers,80
2014,Canada,Albania,Refugees (incl. refugee-like situations),1530
2014,Canada,United Arab Emirates,Asylum-seekers,*
2014,Canada,United Arab Emirates,Refugees (incl. refugee-like situations),31
2014,Canada,Argentina,Asylum-seekers,*
2014,Canada,Argentina,Refugees (incl. refugee-like situations),191
2014,Canada,Armenia,Asylum-seekers,*
2014,Canada,Armenia,Refugees (incl. refugee-like situations),189
2014,Canada,Antigua and Barbuda,Asylum-seekers,6
2014,Canada,Antigua and Barbuda,Refugees (incl. refugee-like situations),48
2014,Canada,Australia,Asylum-seekers,*
2014,Canada,Australia,Refugees (incl. refugee-like situations),6
2014,Canada,Austria,Asylum-seekers,*
2014,Canada,Austria,Refugees (incl. refugee-like situations),
2014,Canada,Azerbaijan,Asylum-seekers,*
2014,Canada,Azerbaijan,Refugees (incl. refugee-like situations),455
2014,Canada,Burundi,Asylum-seekers,49
2014,Canada,Burundi,Refugees (incl. refugee-like situations),2114
2014,Canada,Belgium,Asylum-seekers,*
2014,Canada,Belgium,Refugees (incl. refugee-like situations),16
2014,Canada,Benin,Asylum-seekers,11
2014,Canada,Benin,Refugees (incl. refugee-like situations),50
2014,Canada,Burkina Faso,Asylum-seekers,6
2014,Canada,Burkina Faso,Refugees (incl. refugee-like situations),136
2014,Canada,Bangladesh,Asylum-seekers,164
2014,Canada,Bangladesh,Refugees (incl. refugee-like situations),1483
2014,Canada,Bulgaria,Asylum-seekers,8
2014,Canada,Bulgaria,Refugees (incl. refugee-like situations),668
2014,Canada,Bahrain,Asylum-seekers,*
2014,Canada,Bahrain,Refugees (incl. refugee-like situations),10
2014,Canada,Bahamas,Asylum-seekers,13
2014,Canada,Bahamas,Refugees (incl. refugee-like situations),26
2014,Canada,Bosnia and Herzegovina,Asylum-seekers,7
2014,Canada,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),83
2014,Canada,Belarus,Asylum-seekers,*
2014,Canada,Belarus,Refugees (incl. refugee-like situations),227
2014,Canada,Belize,Asylum-seekers,*
2014,Canada,Belize,Refugees (incl. refugee-like situations),9
2014,Canada,Bermuda,Asylum-seekers,*
2014,Canada,Bermuda,Refugees (incl. refugee-like situations),
2014,Canada,Bolivia (Plurinational State of),Asylum-seekers,*
2014,Canada,Bolivia (Plurinational State of),Refugees (incl. refugee-like situations),126
2014,Canada,Brazil,Asylum-seekers,7
2014,Canada,Brazil,Refugees (incl. refugee-like situations),172
2014,Canada,Barbados,Asylum-seekers,9
2014,Canada,Barbados,Refugees (incl. refugee-like situations),82
2014,Canada,Bhutan,Asylum-seekers,
2014,Canada,Bhutan,Refugees (incl. refugee-like situations),22
2014,Canada,Botswana,Asylum-seekers,*
2014,Canada,Botswana,Refugees (incl. refugee-like situations),218
2014,Canada,Central African Rep.,Asylum-seekers,9
2014,Canada,Central African Rep.,Refugees (incl. refugee-like situations),67
2014,Canada,Switzerland,Asylum-seekers,*
2014,Canada,Switzerland,Refugees (incl. refugee-like situations),11
2014,Canada,Chile,Asylum-seekers,*
2014,Canada,Chile,Refugees (incl. refugee-like situations),124
2014,Canada,China,Asylum-seekers,680
2014,Canada,China,Refugees (incl. refugee-like situations),13231
2014,Canada,Côte d'Ivoire,Asylum-seekers,16
2014,Canada,Côte d'Ivoire,Refugees (incl. refugee-like situations),431
2014,Canada,Cameroon,Asylum-seekers,82
2014,Canada,Cameroon,Refugees (incl. refugee-like situations),985
2014,Canada,Dem. Rep. of the Congo,Asylum-seekers,180
2014,Canada,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),3544
2014,Canada,Congo,Asylum-seekers,20
2014,Canada,Congo,Refugees (incl. refugee-like situations),229
2014,Canada,Colombia,Asylum-seekers,274
2014,Canada,Colombia,Refugees (incl. refugee-like situations),16428
2014,Canada,Comoros,Asylum-seekers,*
2014,Canada,Comoros,Refugees (incl. refugee-like situations),*
2014,Canada,Costa Rica,Asylum-seekers,*
2014,Canada,Costa Rica,Refugees (incl. refugee-like situations),229
2014,Canada,Cuba,Asylum-seekers,82
2014,Canada,Cuba,Refugees (incl. refugee-like situations),1618
2014,Canada,Cyprus,Asylum-seekers,*
2014,Canada,Cyprus,Refugees (incl. refugee-like situations),*
2014,Canada,Czech Rep.,Asylum-seekers,59
2014,Canada,Czech Rep.,Refugees (incl. refugee-like situations),254
2014,Canada,Germany,Asylum-seekers,*
2014,Canada,Germany,Refugees (incl. refugee-like situations),87
2014,Canada,Djibouti,Asylum-seekers,29
2014,Canada,Djibouti,Refugees (incl. refugee-like situations),310
2014,Canada,Dominica,Asylum-seekers,*
2014,Canada,Dominica,Refugees (incl. refugee-like situations),23
2014,Canada,Denmark,Asylum-seekers,
2014,Canada,Denmark,Refugees (incl. refugee-like situations),6
2014,Canada,Dominican Rep.,Asylum-seekers,17
2014,Canada,Dominican Rep.,Refugees (incl. refugee-like situations),169
2014,Canada,Algeria,Asylum-seekers,53
2014,Canada,Algeria,Refugees (incl. refugee-like situations),346
2014,Canada,Ecuador,Asylum-seekers,13
2014,Canada,Ecuador,Refugees (incl. refugee-like situations),208
2014,Canada,Egypt,Asylum-seekers,97
2014,Canada,Egypt,Refugees (incl. refugee-like situations),684
2014,Canada,Eritrea,Asylum-seekers,116
2014,Canada,Eritrea,Refugees (incl. refugee-like situations),1750
2014,Canada,Spain,Asylum-seekers,6
2014,Canada,Spain,Refugees (incl. refugee-like situations),22
2014,Canada,Estonia,Asylum-seekers,
2014,Canada,Estonia,Refugees (incl. refugee-like situations),15
2014,Canada,Ethiopia,Asylum-seekers,108
2014,Canada,Ethiopia,Refugees (incl. refugee-like situations),2155
2014,Canada,Finland,Asylum-seekers,*
2014,Canada,Finland,Refugees (incl. refugee-like situations),*
2014,Canada,Fiji,Asylum-seekers,*
2014,Canada,Fiji,Refugees (incl. refugee-like situations),157
2014,Canada,France,Asylum-seekers,*
2014,Canada,France,Refugees (incl. refugee-like situations),36
2014,Canada,Gabon,Asylum-seekers,*
2014,Canada,Gabon,Refugees (incl. refugee-like situations),56
2014,Canada,United Kingdom,Asylum-seekers,*
2014,Canada,United Kingdom,Refugees (incl. refugee-like situations),63
2014,Canada,Georgia,Asylum-seekers,51
2014,Canada,Georgia,Refugees (incl. refugee-like situations),474
2014,Canada,Ghana,Asylum-seekers,50
2014,Canada,Ghana,Refugees (incl. refugee-like situations),352
2014,Canada,Guinea,Asylum-seekers,32
2014,Canada,Guinea,Refugees (incl. refugee-like situations),700
2014,Canada,Guadeloupe,Asylum-seekers,*
2014,Canada,Guadeloupe,Refugees (incl. refugee-like situations),
2014,Canada,Gambia,Asylum-seekers,15
2014,Canada,Gambia,Refugees (incl. refugee-like situations),78
2014,Canada,Guinea-Bissau,Asylum-seekers,*
2014,Canada,Guinea-Bissau,Refugees (incl. refugee-like situations),18
2014,Canada,Equatorial Guinea,Asylum-seekers,*
2014,Canada,Equatorial Guinea,Refugees (incl. refugee-like situations),11
2014,Canada,Greece,Asylum-seekers,*
2014,Canada,Greece,Refugees (incl. refugee-like situations),24
2014,Canada,Grenada,Asylum-seekers,5
2014,Canada,Grenada,Refugees (incl. refugee-like situations),294
2014,Canada,Guatemala,Asylum-seekers,34
2014,Canada,Guatemala,Refugees (incl. refugee-like situations),907
2014,Canada,Guyana,Asylum-seekers,*
2014,Canada,Guyana,Refugees (incl. refugee-like situations),563
2014,Canada,"China, Macao SAR",Asylum-seekers,*
2014,Canada,"China, Macao SAR",Refugees (incl. refugee-like situations),20
2014,Canada,Honduras,Asylum-seekers,74
2014,Canada,Honduras,Refugees (incl. refugee-like situations),808
2014,Canada,Croatia,Asylum-seekers,39
2014,Canada,Croatia,Refugees (incl. refugee-like situations),88
2014,Canada,Haiti,Asylum-seekers,205
2014,Canada,Haiti,Refugees (incl. refugee-like situations),8422
2014,Canada,Hungary,Asylum-seekers,247
2014,Canada,Hungary,Refugees (incl. refugee-like situations),828
2014,Canada,Indonesia,Asylum-seekers,*
2014,Canada,Indonesia,Refugees (incl. refugee-like situations),336
2014,Canada,India,Asylum-seekers,187
2014,Canada,India,Refugees (incl. refugee-like situations),4292
2014,Canada,Ireland,Asylum-seekers,6
2014,Canada,Ireland,Refugees (incl. refugee-like situations),7
2014,Canada,Iran (Islamic Rep. of),Asylum-seekers,86
2014,Canada,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),2834
2014,Canada,Iraq,Asylum-seekers,294
2014,Canada,Iraq,Refugees (incl. refugee-like situations),1643
2014,Canada,Iceland,Asylum-seekers,*
2014,Canada,Iceland,Refugees (incl. refugee-like situations),
2014,Canada,Israel,Asylum-seekers,18
2014,Canada,Israel,Refugees (incl. refugee-like situations),628
2014,Canada,Italy,Asylum-seekers,22
2014,Canada,Italy,Refugees (incl. refugee-like situations),16
2014,Canada,Jamaica,Asylum-seekers,78
2014,Canada,Jamaica,Refugees (incl. refugee-like situations),733
2014,Canada,Jordan,Asylum-seekers,36
2014,Canada,Jordan,Refugees (incl. refugee-like situations),402
2014,Canada,Japan,Asylum-seekers,*
2014,Canada,Japan,Refugees (incl. refugee-like situations),23
2014,Canada,Kazakhstan,Asylum-seekers,*
2014,Canada,Kazakhstan,Refugees (incl. refugee-like situations),135
2014,Canada,Kenya,Asylum-seekers,21
2014,Canada,Kenya,Refugees (incl. refugee-like situations),937
2014,Canada,Kyrgyzstan,Asylum-seekers,9
2014,Canada,Kyrgyzstan,Refugees (incl. refugee-like situations),96
2014,Canada,Cambodia,Asylum-seekers,8
2014,Canada,Cambodia,Refugees (incl. refugee-like situations),162
2014,Canada,Kiribati,Asylum-seekers,
2014,Canada,Kiribati,Refugees (incl. refugee-like situations),*
2014,Canada,Saint Kitts and Nevis,Asylum-seekers,7
2014,Canada,Saint Kitts and Nevis,Refugees (incl. refugee-like situations),15
2014,Canada,Rep. of Korea,Asylum-seekers,*
2014,Canada,Rep. of Korea,Refugees (incl. refugee-like situations),239
2014,Canada,Kuwait,Asylum-seekers,*
2014,Canada,Kuwait,Refugees (incl. refugee-like situations),38
2014,Canada,Lao People's Dem. Rep.,Asylum-seekers,*
2014,Canada,Lao People's Dem. Rep.,Refugees (incl. refugee-like situations),*
2014,Canada,Lebanon,Asylum-seekers,66
2014,Canada,Lebanon,Refugees (incl. refugee-like situations),1024
2014,Canada,Liberia,Asylum-seekers,6
2014,Canada,Liberia,Refugees (incl. refugee-like situations),153
2014,Canada,Libya,Asylum-seekers,90
2014,Canada,Libya,Refugees (incl. refugee-like situations),243
2014,Canada,Saint Lucia,Asylum-seekers,16
2014,Canada,Saint Lucia,Refugees (incl. refugee-like situations),906
2014,Canada,Sri Lanka,Asylum-seekers,126
2014,Canada,Sri Lanka,Refugees (incl. refugee-like situations),10745
2014,Canada,Lesotho,Asylum-seekers,
2014,Canada,Lesotho,Refugees (incl. refugee-like situations),6
2014,Canada,Lithuania,Asylum-seekers,*
2014,Canada,Lithuania,Refugees (incl. refugee-like situations),91
2014,Canada,Luxembourg,Asylum-seekers,*
2014,Canada,Luxembourg,Refugees (incl. refugee-like situations),
2014,Canada,Latvia,Asylum-seekers,*
2014,Canada,Latvia,Refugees (incl. refugee-like situations),68
2014,Canada,Morocco,Asylum-seekers,18
2014,Canada,Morocco,Refugees (incl. refugee-like situations),168
2014,Canada,Rep. of Moldova,Asylum-seekers,*
2014,Canada,Rep. of Moldova,Refugees (incl. refugee-like situations),195
2014,Canada,Madagascar,Asylum-seekers,*
2014,Canada,Madagascar,Refugees (incl. refugee-like situations),16
2014,Canada,Maldives,Asylum-seekers,
2014,Canada,Maldives,Refugees (incl. refugee-like situations),*
2014,Canada,Mexico,Asylum-seekers,16
2014,Canada,Mexico,Refugees (incl. refugee-like situations),6762
2014,Canada,The former Yugoslav Republic of Macedonia,Asylum-seekers,*
2014,Canada,The former Yugoslav Republic of Macedonia,Refugees (incl. refugee-like situations),100
2014,Canada,Mali,Asylum-seekers,30
2014,Canada,Mali,Refugees (incl. refugee-like situations),73
2014,Canada,Malta,Asylum-seekers,*
2014,Canada,Malta,Refugees (incl. refugee-like situations),*
2014,Canada,Myanmar,Asylum-seekers,*
